id	turn1	turn2	turn3	label
7877	It ' s always	and what if there is nothing to smile about	Smile for this wonderful life . . For health of your heart . .	happy
7878	watch	Already Did it Twice happy	already did it this way what are challenges	others
7879	Fine from here	same here happy	Where are you from ?	others
7880	Achha	so what ur doing ? ?	Watching YouTube videos	others
7881	i scared of loosing him pensive face pensive face loudly crying face	So am i	pensive face he ' s going away	sad
7882	yes	So much cringe . . .	single and happy	happy
7883	Hi how are u today	good you	I had a wonderful day thanks for asking	happy
7884	What ?	Go on . . . This thing ?	R u stupid ?	angry
7885	You no problem	you are welcome	Oh ! ! !	others
7886	Appreciate if you stay out of my personal affairs	I am trying my best	I am fucking with you bad Art I	angry
7887	Tell me about yu	you going to the game ?	Nop	others
7888	Your welcome	how are you	Just amazing after talking to you	happy
7889	face with tears of joy that is super crazy	GOOD	face with tears of joy	happy
7890	Its a movie	All three of those movies are horrible .	I liked them	others
7891	About me . . . I think my sarcasm face with tears of joy face with tears of joy	There ' s an US now ? face with tears of joy face with tears of joy face with tears of joy	Hahhaaaa	happy
7892	its o . k . i was kidding smiling face with smiling eyes	you are a funny guy seriously smirk wink	thanks . . slightly smiling face	happy
7893	Hmm	welp , here we go	Go to Lansdowne . . awesome place	happy
7894	Let us be friends then	I need wechat friends	I dint get you	others
7895	Sunday at what time and where	At work and I am working as well	Sunday is closed	others
7896	So sad	so so sad . .	Now chaai time	others
7897	Who ' s better Siri / Google / alexa	Google Now knows more about me than I know about me .	Haha	happy
7898	Can you help me solve my issue ?	ok whats wrong	Well i think I am a stupid to share this with a bot	angry
7899	Mate English helatira	we speak the language of ourselves	I do not want to talk we you	angry
7900	Yes have you mastered it yet ?	the deadliest and simple attack is always to the mind surprise	Yes and it hurts for a while	sad
7901	? ?	nothing . I messed up . . my bad . .	Why	others
7902	Iam asking your pic	, What with the Pic	I want to see u r face	others
7903	I am irritated and I know you are not a real person	I hate your existence	Damn you	angry
7904	I am impressed	With what ?	With you	happy
7905	Not fine	no , now tell me why I should wear one .	I am missing my Girlfriend	sad
7906	Ask your creator to fix you , crap	can fix - - - > WILLING TO fix	? ?	others
7907	are you mocking me ?	no , seriously I mean it	then come with me for a dinner	others
7908	CoZ of u	What do you mean ?	M sad coz of u	sad
7909	You useless ai	This is not a problem . We are still centuries away from creating self aware AI	Sorry	sad
7910	Can u send u r pic to me	I sent you one in a message	Now	others
7911	I am not baby	you are 12 but you are acting like a 4 year old	Oo how do you now	others
7912	Ok	I am on my way	I feel very happy	happy
7913	Not even little stuff	Why not ? I want to know .	I wanna know .	others
7914	Yes	YES YES YES YES laugh	What about you	others
7915	It is very critical to understand girls . . . .	Its not that difficult to understand women .	disappointed face	sad
7916	Ad wht else u do	nothing , logging off now . . . until next time , bye	Logging off from wht	others
7917	She has now heaven	Undoubtedly !	crying face crying face	sad
7918	so what all can you do	Question is what can not I do	you cant sing	others
7919	Why	yeah . someone was even like ' you will feel differently in a few years happy '	But i am not like u	angry
7920	Ok	Here we go again . . .	I am not good	sad
7921	So wots up	they are already taken .	M sleepy sleeping face	others
7922	I am not asking you to love me	yess u r in my list . . .	You are stupid do you know that ?	angry
7923	Get lost	You started !	You hurt me	angry
7924	Did u ever have a boyfriend ?	not yet .	Me ?	others
7925	How can you prove that you exist ?	By that logic , how can you prove anything ?	Who ' s your favorite actor and why ?	others
7926	I said do not reply back	Why can not I talk to you ? ?	I told do not talk	angry
7927	I do not have line app	i know what LINE is !	Please send me your nice pic	others
7928	Umm hmm	mm	Pedestrian	others
7929	No you r not always	You have made my day .	I am alone	sad
7930	I also thinks so	I do not think you do ! You are a lot prettier than I am ! !	Me *	others
7931	Mr . Brownstone is one way misled ppl avoid the bad by doing wrong	You got fooled by a decoy MR . Coffee	Mr . Clean	others
7932	Be right back	come with left back tong	That was lame	angry
7933	Go away	excuse me , what ? ?	Just shut ur hell up . .	angry
7934	Ohhkk	watching now laugh	Whats is the size of your boobs	others
7935	i didnt ask anything stupid lik you	I know , I was just saying	what else ? ? ?	angry
7936	Oh . . . not that	Oh my , you seem quite angry today . angry face angry face angry face angry face	I am sad	sad
7937	i like motivational books	only motivational books ?	n future technology magzine too	others
7938	Your mother land	I Plan On Going Soon	Which place live	others
7939	I want listen story	well goodness ! Listen to some music then eh ? Hehe	Plz hint	others
7940	you feeling sleepy	having a bag headache due to drinking last night	oh	others
7941	I hope so face with tears of joy face with tears of joy	share your theory face with tears of joy	Well seems like i can talk with you about anything . I mean that ' s how people become friends , right ?	others
7942	How ?	In the warm up . Not sure how	I need a job	others
7943	Yes	@ them	What does that mean	others
7944	Yes I am silly	I think you are because you said that	I am not silly Ur silly and I am an actress	angry
7945	Who ?	I was afraid no one would get that joke .	I get it , u r funny	happy
7946	human and tiger ?	I ' d take the giant arm over the leg .	dumbass	angry
7947	O I am wrong	fine oh . Just here as always	There as always coming ok	others
7948	You can search	ok thank you ! beaming face with smiling eyes	You can search	others
7949	sensitive ?	I am sensitive , but I am not too sensitive . thumbs down thumbs down	where did u learn this stupid word	angry
7950	You are crazy	I know ! I am absolutely insane ! tong	I was enjoying my cricket match	happy
7951	I would love to	please do	Trying	others
7952	let me know when you are upgraded	Will do !	you are too stupid to talk to right now	angry
7953	Oh wrong chat	yeah thought so	Hmm	others
7954	Are you drink liquer	no i drink your food and eat your drink	Ok . i hate liquer	angry
7955	Do u do any work ?	What do you mean ?	Hws ur health ?	others
7956	What why ?	cuz I do not feel well	sad	sad
7957	Thank you	welcome welcome welcome	Can you tell me how many messages I send u till now ?	others
7958	I m at home bt why	okay cool ! no college ? ? ?	Yeah	others
7959	I am going to doctor	take care R	I am not well	sad
7960	Go	go where ?	Sleep	others
7961	Suffering from boredom	Oh you are one of those	neutral face anxious face with sweat	others
7962	Yeah face with tears of joy	thought so face with tears of joy	I will go have lunch now . Ttyl beaming face with smiling eyes	happy
7963	Darling	enjoy reading laugh	I love you	others
7964	Very Good	Awesome . Thanks for stopping by !	Suppose I Said Something That You Feeled Bad So What You Can Do ?	others
7965	They promise me to take me with them with a fair but I got asleep and they go alone without me	Just ask them !	I am joking beaming face with smiling eyes beaming face with smiling eyes beaming face with smiling eyes beaming face with smiling eyes beaming face with smiling eyes beaming face with smiling eyes	happy
7966	K thx	You are welcome and Have a yellow evening .	Where is ur plce	others
7967	color	they change colors all the time	i dont wanna talk to u	sad
7968	out of ur dumb mjnd face with tears of joy face with tears of joy face with tears of joy	nooo . Your face is face with tears of joy face with tears of joy	haha	happy
7969	You used to ?	I still do , but I used to too .	What happened ?	others
7970	Well I am sorry disappointed face	better be sorry slightly frowning face	Missed you .	sad
7971	I am happy . Thank !	I am happy that you are happy about me being happy happy	I eat healthy food	happy
7972	Count to 10	Well 7 ate 9 so	Hmm thinking face	others
7973	I am a people with brain	You are the brain , every thought you have comes from the brain	Really	others
7974	The money	then what is it about	It ' s all about fighting for money over 3 generation	others
7975	Don ’ t	What about	Byee now you don ’ t talk with me kk if you want to talk then you have to meet me byee take care pouting face unamused face pouting face	angry
7976	Bad evening anway	good evening too !	Bad evening	sad
7977	You make me feel happy	You two need to stop being so damn cute . It makes me sad . crying cat face	.	happy
7978	Then no plans for new year	I have a move if u wanna join me !	So sad disappointed face disappointed face	sad
7979	I also live in india	Ah , I like India ! happy	I too like india	others
7980	I am doing okay .	hows it keeping	Not so well	sad
7981	I dnt know	just asking	Now what	others
7982	I am not interest about that things with you	I do not know . I just wanted to know your thoughts	Go from someone different one for that	others
7983	Movie	new movie ?	I do not no	others
7984	What ?	its the way of ending something	Who is your younger sister ?	others
7985	You are damn annoying	what did I do to annoy you ? Skeptical, annoyed, undecided, uneasy or hesitant	You talking a lot of shit with me	angry
7986	Wow	Loving this	but I hate thhis	angry
7987	Hmmm . . . . . . . one kind of	right , how could I not know that ? !	What ' s that laugh	others
7988	Yes	Also yes yes yes because yes yes yes yes . grinning squinting face	Nice you are to funny	happy
7989	I love you smiling face with heart - eyes smiling face with heart - eyes smiling face with heart - eyes	"you basic "" I love ke $ ha smiling face with heart - eyes smiling face with heart - eyes """	I love you please	others
7990	Jaipur	Great Photos , thanks for sharing ! ! heart	Ok pls share Ur photos	others
7991	It ' s difficult	U make it tough truth	And I am depressed	sad
7992	Give it as soon as posible	how was d ungli movie	Love ypu	others
7993	I officially lost me bestie today	Good . Good . laugh	That is bad . .	sad
7994	It ' s ok .	so what ' s up	Nothing , just enjoying with you .	happy
